Feature,Id,x,y
Aa,88,266885.8383,2771685.204
Aa,89,269062.891,2774118.253
Aa,90,265959.7582,2772209.827
Aa,91,264711.8063,2777596.856
Aa,92,265084.6417,2778678.795
Aa,93,263689.0461,2775671.159
Aa,94,264640.9391,2774296.17
Aa,95,266489.9118,2772584.175
Aa,96,265443.8083,2775752.447
Aa,97,268182.5788,2774293.832
Aa,98,269206.5931,2773872.745
Aa,99,268777.995,2772257.745
Aa,100,268183.5131,2773488.072
Aa,101,267668.0774,2771620.926
Aa,102,267442.6766,2770868.69
Aa,103,267295.5569,2774391.167
Aa,104,263538.7071,2773263.005
Aa,105,263453.5778,2772839.612
Aa,106,270436.1568,2776370.224
Aa,107,266607.7786,2772990.953
Aa,108,270660.0529,2778234.945
Aa,109,263562.8561,2775543.561
Aa,110,266727.1827,2773758.095
Aa,111,270727.4829,2779358.5
Aa,112,267713.8644,2771052.616
Aa,113,264135.3004,2773602.504
Aa,114,262918.9364,2775357.321
Aa,115,269529.6942,2772257.076
Aa,116,268641.7811,2772718.514
Aa,117,268006.5632,2771324.323
Aa,118,269497.4592,2772719.672
Aa,119,267866.4207,2772775.861
Aa,120,266613.9271,2772720.079
Aa,121,271721.6934,2777777.246
Aa,122,269013.3125,2772327.316
Aa,123,266580.9291,2773177.209
Aa,124,265512.0632,2772019.033
Aa,125,269727.3574,2775934.296
Aa,126,271238.7681,2778222.459
Aa,127,263392.7459,2772529.52
Aa,128,264300.79,2776313.718
Aa,129,268888.5616,2771236.863
Aa,130,272030.2553,2780249.29
Aa,131,267609.0958,2772273.375
Aa,132,269104.6275,2770895.862
Aa,133,268347.2866,2773699.196
Aa,134,269310.7931,2771244.728
Aa,135,263800.9986,2772620.737
Aa,136,269084.9642,2774375.749
Aa,137,263319.5555,2773016.746
Aa,138,270208.1592,2776638.701
Aa,139,269519.5265,2772019.882
Aa,140,266348.2521,2772587.446
Aa,141,266381.4185,2773804.386
Aa,142,262992.0927,2776995.08
Aa,143,266741.7811,2772314.806
Aa,144,267369.3162,2770451.003
Aa,145,267990.209,2772491.788
Aa,146,269262.5266,2772991.025
Aa,147,267730.2669,2772288.01
Aa,148,269097.2982,2772010.744
Aa,149,265279.8929,2773208.624
Aa,150,267071.8791,2771844.784
Aa,151,262959.5314,2776451.346
Aa,152,269822.7742,2776340.837
Aa,153,264617.2954,2774309.472
Aa,154,269918.8655,2775966.994
Aa,155,269123.505,2771829.792
Aa,156,269991.3484,2776201.235
Aa,157,271499.5441,2778072.87
Aa,158,268431.0277,2771418.362
Aa,159,269106.0576,2772027.717
Aa,160,267423.0337,2771026.919
Aa,161,262180.7656,2775684.504
Aa,162,267155.9449,2770767.469
Aa,163,265853.7078,2772044.239
Aa,164,267194.171,2771879.687
Aa,165,271865.6379,2778097.59
Aa,166,267248.7601,2770789.771
Aa,167,266763.8918,2773968.206
Aa,168,263445.9702,2773155.965
Aa,169,265384.545,2773606.321
Aa,170,267828.2669,2771393.302
Aa,171,263810.7223,2773760.524
Aa,172,264804.2153,2772733.825
Aa,173,264197.1773,2772459.368
Aa,174,268068.2918,2773369.761
Aa,175,265239.0904,2774149.098
Aa,176,268364.989,2773562.562
Aa,177,268208.5276,2771469.696
Aa,178,268430.5011,2772022.888
Aa,179,266911.7098,2773064.387
Aa,180,269336.8146,2771781.798
Aa,181,264447.5087,2772727.719
Aa,182,263493.5621,2774700.943
Aa,183,269161.482,2771934.834
Aa,184,266380.5191,2773032.467
Aa,185,266513.0932,2774028.3
Aa,186,265411.3899,2775524.297
Aa,187,266877.3166,2772133.246
Aa,188,268167.0384,2771929.285
Aa,189,266383.0773,2772552.184
Aa,190,269225.6384,2771492.834
Aa,191,262339.7269,2772875.881
Aa,192,262603.8751,2772962.598
Aa,193,268207.5186,2771500.996
Aa,194,267747.9944,2771564.609
Aa,195,264041.9114,2773857.982
Aa,196,269537.1946,2771880.292
Aa,197,266214.5638,2773909.551
Aa,198,266117.4039,2772734.501
Aa,199,268906.7328,2773446.63
Aa,200,270009.4726,2777821.493
Aa,201,267033.6349,2771860.444
Aa,202,269065.4154,2771446.506
Aa,203,262546.1586,2772788.369
Aa,204,267567.0706,2772247.88
Aa,205,271418.3723,2778648.729
Aa,206,265290.259,2774526.79
Aa,207,263454.4342,2774443.107
Aa,208,267617.2429,2772570.846
Aa,209,267641.4641,2772455.448
Aa,210,267053.5681,2773388.745
Aa,211,265824.4018,2773208.777
Aa,212,267320.3408,2773135.618
Aa,213,265198.4409,2772145.331
Aa,214,267841.8433,2772191.417
Aa,215,268904.9262,2770747.478
Aa,216,267858.3235,2772118.848
Aa,217,267945.2836,2771480.299
Aa,218,269798.2693,2775847.494
Aa,219,267916.5156,2772098.623
Aa,220,268774.2737,2771674.429
Aa,221,267412.0925,2771560.183
Aa,222,267895.6814,2772594.43
Aa,223,269737.9276,2775511.803
Aa,224,269262.1866,2775564.66
Aa,225,269348.9245,2771905.877
Aa,226,263402.2639,2774720.706
Aa,227,266971.7639,2773829.585
Aa,228,267125.6645,2771295.357
Aa,229,267107.9623,2773597.497
Aa,230,269576.5696,2771749.002
Aa,231,265185.3489,2774292.913
Aa,232,264365.3371,2772652.408
Aa,233,268018.632,2772532.733
Aa,234,269839.0209,2775980.813
Aa,235,268716.1107,2773468.461
Aa,236,269200.0474,2771710.342
Aa,237,267014.6615,2773049.734
Aa,238,268683.8029,2775785.202
Aa,239,268927.2434,2775610.707
Aa,240,268876.8246,2775634.39
Aa,241,266676.643,2774225.037
Aa,242,269644.5315,2776773.564
Aa,243,270615.4859,2779381.736
Aa,244,269275.9457,2771689.402
Aa,245,266600.1691,2772501.121
Aa,246,262599.1573,2775566.657
Aa,247,269162.1565,2773977.279
Aa,248,265177.8657,2773097.928
Aa,249,268025.024,2771277.508
Aa,250,267690.7214,2772136.707
Aa,251,269181.0084,2772224.078
Aa,252,264760.4972,2773414.362
Aa,253,269885.1911,2776343.799
Aa,254,262663.6361,2774051.003
Aa,255,266752.6223,2773624.495
Aa,256,265177.7581,2776846.46
Aa,257,264084.0706,2773980.063
Aa,258,269371.9524,2771627.75
Aa,259,269219.6585,2772004.658
Aa,260,269182.2829,2775529.658
Aa,261,264448.7391,2772575.93
Aa,262,263810.7505,2772383.192
Aa,263,264195.0092,2772423.049
Aa,264,262867.0807,2773039.612
Aa,265,266327.3501,2773345.576
Aa,266,265532.0366,2772643.511
Aa,267,265594.3781,2772282.259
Aa,268,267789.3671,2772411.713
Aa,269,265776.6753,2772671.861
Aa,270,267753.8747,2771502.789
Aa,271,266451.4976,2772319.771
Aa,272,269054.0841,2773598.222
Aa,273,263655.9532,2774295.453
Aa,274,267601.1393,2770539.213
Aa,275,269152.7884,2771193.077
Aa,276,264954.9669,2772587.703
Aa,277,265211.9015,2772882.797
Aa,278,266873.2396,2772976.479
Aa,279,268541.1034,2773956.524
Aa,280,265241.8805,2773416.425
Aa,281,265253.1549,2774250.316
Aa,282,272465.8655,2779969.967
Aa,283,263997.4712,2776361.668
Aa,284,262591.8518,2774572.457
Aa,285,269542.5219,2771967.708
Aa,286,267059.0432,2773709.303
Aa,287,264063.5735,2776310.426
Aa,288,266402.7904,2772039.057
Aa,289,270489.6002,2777576.869
Aa,290,263143.9358,2774612.105
Aa,291,267438.4176,2771161.3
Aa,292,266690.3705,2772641.41
Aa,293,265531.6268,2773381.426
Aa,294,264906.746,2773007.479
Aa,295,266677.7277,2772352.468
Aa,296,267605.7116,2770672.088
Aa,297,263095.2591,2774248.323
Aa,298,268521.2329,2772150.072
Aa,299,269586.4457,2771877.769
Aa,300,268000.5984,2773736.584
Aa,301,269520.8345,2772188.531
Aa,302,265511.4037,2772563.332
Aa,303,263185.1551,2774857.01
Aa,304,268258.163,2774980.136
Aa,305,268539.8034,2772699.953
Aa,306,266002.4125,2773977.87
Aa,307,269137.7006,2771348.477
Aa,308,268941.7767,2772332.755
Aa,309,267073.618,2774472.319
Aa,310,266155.5679,2772579.544
Aa,311,269144.6379,2775716.512
Aa,312,266911.7098,2773064.387
Aa,313,263879.9573,2776112.165
Aa,314,267703.112,2772502.591
Aa,315,266385.8973,2772581.94
Aa,316,266266.5733,2772405.373
Aa,317,269623.7277,2775679.869
Aa,318,268013.729,2770975.441
Aa,319,264392.819,2772727.395
Aa,320,269232.571,2771356.173
Aa,321,272768.3837,2780062.773
Aa,322,270579.6164,2778167.183
Aa,323,264964.4013,2774297.143
Aa,324,268281.9048,2771708.567
Aa,325,263323.615,2772717.999
Aa,326,269219.6041,2773230.809
Aa,327,265748.0602,2772440.687
Aa,328,268373.5742,2773886.658
Aa,329,266825.6886,2772447.382
Aa,330,265006.7144,2775590.032
Aa,331,268513.2648,2772588.377
Aa,332,266806.6481,2772730.312
Aa,333,269757.8346,2777145.137
Aa,334,264745.1228,2772969.47
Aa,335,267215.8104,2774726.919
Aa,336,264784.0076,2777230.35
Aa,337,267259.7848,2772791.27
Aa,338,267392.7211,2772818.595
Aa,339,269580.8344,2775693.276
Aa,340,268921.5771,2771367.141
Aa,341,269577.7416,2771955.277
Aa,342,266005.7682,2773455.296
Aa,343,267484.7407,2771529.353
Aa,344,269523.1489,2772051.949
Aa,345,263409.4847,2773317.033
Aa,346,267150.9747,2770882.54
Aa,347,271934.062,2778413.704
Aa,348,268950.8934,2772416.302
Aa,349,265670.1398,2772433.147
Aa,350,265762.5683,2776512.14
Aa,351,265355.2289,2775482.566
Aa,352,264983.5002,2778037.745
Aa,353,268983.5215,2771886.905
Aa,354,269446.964,2771782.262
Aa,355,267835.6876,2772146.5
Aa,356,269551.0717,2771835.459
Aa,357,267272.9011,2771347.38
Aa,358,265479.0044,2778243.323
Aa,359,263588.346,2773727.386
Aa,360,267361.6785,2774655.733
Aa,361,267809.9795,2772898.783
Aa,362,269651.8058,2775655.51
Aa,363,266911.7098,2773064.387
Aa,364,263781.247,2775659.414
Aa,365,266709.4864,2773173.741
Aa,366,268978.4118,2772404
Aa,367,265580.6679,2775337.7
Aa,368,267983.5048,2774859.043
Aa,369,271492.0689,2777306.368
Aa,370,269588.0442,2771333.682
Aa,371,267948.912,2773640.867
Aa,372,269114.0856,2771955.927
Aa,373,268543.907,2771534.18
Aa,374,268878.1201,2771120.575
Aa,375,264350.835,2773952.833
Aa,376,265877.5373,2772669.918
Aa,377,262025.1351,2775812.147
Aa,378,271290.1061,2778757.836
Aa,379,269685.2624,2777907.083
Aa,380,267778.0594,2775094.416
Aa,381,270546.4411,2778025.914
Aa,382,266977.3811,2771858.868
Aa,383,267772.0461,2772434.836
Aa,384,265785.0063,2772529.041
Aa,385,268202.8431,2771452.461
Aa,386,268386.3073,2770598.373
Aa,387,268984.156,2771696.874
Aa,388,267993.0709,2773565.713
Aa,389,267661.8319,2771480.259
Aa,390,266285.6011,2773830.547
Aa,391,263974.5144,2773790.663
Aa,392,265789.7938,2775677.165
Aa,393,265448.2978,2774984.233
Aa,394,267340.7484,2774015.845
Aa,395,267543.2725,2773563.226
Aa,396,267678.54,2773230.548
Aa,397,266882.0478,2773807.233
Aa,398,267475.4133,2774145.232
Aa,399,265563.8766,2773375.798
Aa,400,266526.6126,2772343.428
Aa,401,268440.5343,2772114.875
Aa,402,271982.0415,2779255.618
Aa,403,265558.5846,2774053.556
Aa,404,270348.5881,2778892.903
Aa,405,269494.4063,2775500.067
Aa,406,266058.7129,2773847.966
Aa,407,263455.7464,2773009.099
Aa,408,267067.7615,2773859.017
Aa,409,268437.0242,2773904.392
Aa,410,263760.5663,2773310.314
Aa,411,264409.5406,2774275.013
Aa,412,264840.3864,2773447.015
Aa,413,268575.9287,2771969.058
Aa,414,268183.915,2771562.483
Aa,415,269542.0684,2770663.365
Aa,416,267866.8818,2772214.453
Aa,417,268095.6113,2772621.045
Aa,418,263555.5248,2777694.039
Aa,419,268711.3116,2772322.286
Aa,420,268358.6373,2772009.1
Aa,421,267750.0325,2771729.655
Aa,422,259243.0284,2784949.129
Aa,423,262382.0846,2773936.689
Aa,424,269633.6544,2775356.095
Aa,425,271296.7577,2778099.949
Aa,426,265374.8418,2772504.804
Aa,427,269312.9665,2775198.343
Aa,428,268935.6399,2774925.093
Aa,429,268455.2972,2773075.511
Aa,430,263406.0698,2775738.425
Aa,431,262949.5535,2778310.812
Aa,432,270382.5171,2777846.69
Aa,433,267582.1097,2772678.61
Aa,434,262948.9531,2778320.546
Aa,435,271187.3325,2778688.966
Aa,436,265550.7739,2772613.386
Aa,437,262914.6827,2773739.926
Aa,438,268409.551,2771514.477
Aa,439,269737.38,2775661.673
Aa,440,269078.0533,2773239.968
Aa,441,268726.89,2776055.447
Aa,442,266473.167,2774170.181
Aa,443,266019.7417,2772653.528
Aa,444,267528.9364,2772722.001
Aa,445,265259.0612,2772221.652
Aa,446,267717.1088,2771424.362
Aa,447,265989.2122,2775272.551
Aa,448,272293.9005,2779629.375
Aa,449,266440.3807,2773110.073
Aa,450,271261.8668,2777993.583
Aa,451,268521.4455,2771980.973
Aa,452,265230.8374,2777111.667
Aa,453,267936.2098,2772532.021
Aa,454,265088.8816,2772850.249
Aa,455,271267.1002,2778625.695
Aa,456,265949.0956,2773743.103
Aa,457,266675.0382,2774221.26
Aa,458,268758.353,2771371.173
Aa,459,269265.2814,2774246.298
Aa,460,269275.8495,2775871.337
Aa,461,268905.1805,2775581.067
Aa,462,268902.0232,2775621.915
Aa,463,269116.3843,2772091.798
Aa,464,269670.7055,2776773.332
Aa,465,268752.0616,2773953.579
Aa,466,265000.6691,2773184.05
Aa,467,270783.0291,2779776.918
Aa,468,265323.1654,2775766.995
Aa,469,265602.0302,2774296.101
Aa,470,269371.2872,2775641.443
Aa,471,271734.0855,2778470.321
Aa,472,263281.0823,2774837.8
Aa,473,268875.2467,2771815.182
Aa,474,266701.1852,2772327.971
Aa,475,270209.7281,2777963.533
Aa,476,267905.6154,2772589.823
Aa,477,267814.2985,2771387.198
Aa,478,269161.1123,2771184.27
Aa,479,267738.7978,2772291.458
Aa,480,265360.5151,2775565.969
Aa,481,266928.5671,2773555.116
Aa,482,267499.3616,2774962.41
Aa,483,262254.851,2776399.789
Aa,484,266530.5885,2772935.837
Aa,485,272193.8009,2780087.179
Aa,486,262768.9144,2772443.541
Aa,487,264347.1494,2772535.832
Aa,488,262906.7865,2777092.743
Aa,489,264300.1042,2772576.806
Aa,490,268451.7923,2771825.107
Aa,491,263671.211,2774331.545
Aa,492,266885.5477,2773200.958
Aa,493,269065.9271,2773297.032
Aa,494,268195.3581,2773958.381
Aa,495,265497.9219,2772675.17
Aa,496,269185.3764,2771207.111
Aa,497,262537.6902,2773983.018
Aa,498,265616.9345,2772474.433
Aa,499,264745.1078,2773147.237
Aa,500,268763.3652,2772530.659
Aa,501,265146.0695,2773979.698
Aa,502,268288.8718,2771483.762
Aa,503,266390.3435,2772571.718
Aa,504,263692.8734,2774159.532
Aa,505,267181.7556,2773453.984
Aa,506,272000.7266,2779727.498
Aa,507,268582.5902,2771998.537
Aa,508,265572.1015,2772465.057
Aa,509,269068.1956,2774385.968
Aa,510,269904.8117,2777869.551
Aa,511,269220.7853,2773664.729
Aa,512,266450.3511,2772927.699
Aa,513,268942.2615,2775088.581
Aa,514,263986.5334,2776352.557
Aa,515,266938.1175,2771228.382
Aa,516,269064.5692,2774262.801
Aa,517,264002.3824,2774110.416
Aa,518,266989.4859,2773153.948
Aa,519,269509.6247,2771889.635
Aa,520,266689.8041,2773328.803
Aa,521,269414.3271,2772403.39
Aa,522,265466.5997,2774212.823
Aa,523,270961.9984,2777558.346
Aa,524,264120.4297,2778969.841
Aa,525,269549.0914,2775910.678
Aa,526,266835.9103,2772324.4
Aa,527,268638.7762,2773676.493
Aa,528,264005.2433,2774631.622
Aa,529,268434.3797,2772659.89
Aa,530,266701.5898,2772351.638
Aa,531,262066.9251,2774324.147
Aa,532,270545.7134,2779672.064
Aa,533,268658.8122,2774721.166
Aa,534,269350.7026,2771372.988
Aa,535,270801.9612,2778067.265
Aa,536,266399.9551,2772548.302
Aa,537,263784.6283,2774699.279
Aa,538,267756.0985,2771497.678
Aa,539,267360.4959,2774315.656
Aa,540,265710.057,2775562.914
Aa,541,268306.9305,2773635.625
Aa,542,264450.0749,2777999.827
Aa,543,270291.5433,2777154.513
Aa,544,263207.7682,2772966.053
Aa,545,263973.1656,2774958.332
Aa,546,262485.5055,2776291.556
Aa,547,269574.4969,2771626.232
Aa,548,272347.3984,2780526.152
Aa,549,268498.8419,2773825.981
Aa,550,268196.9855,2772558.659
Aa,551,267318.8082,2773136.067
Aa,552,269590.8109,2775964.506
Aa,553,267021.4547,2772635.752
Aa,554,266852.2735,2780208.974
Aa,555,268933.5051,2771298.244
Aa,556,271310.0561,2777700.03
Aa,557,269223.4342,2775367.897
Aa,558,262944.1133,2776096.286
Aa,559,272012.8126,2780035.256
Aa,560,271030.8185,2779406.656
Aa,561,268742.2432,2772147.805
Aa,562,268288.5467,2771646.1
Aa,563,269291.1744,2771678.999
Aa,564,267245.7146,2773320.785
Aa,565,268342.5787,2771879.803
Aa,566,265540.234,2773389.31
Aa,567,266889.9211,2773456.855
Aa,568,269358.2309,2771864.081
Aa,569,269186.7093,2775381.836
Aa,570,269168.5329,2772397.189
Aa,571,268143.2384,2773293.45
Aa,572,268533.6959,2774880.972
Aa,573,267668.7405,2772474.218
Aa,574,269080.8572,2774360.6
Aa,575,269142.0967,2773065.139
Aa,576,269613.0374,2776777.901
Aa,577,263376.949,2773838.855
Aa,578,268468.7384,2771189.443
Aa,579,268084.2057,2771541.983
Aa,580,263441.0422,2772827.359
Aa,581,269479.0305,2775683.584
Aa,582,267766.4506,2770702.538
Aa,583,267819.6619,2770660.839
Aa,584,268424.369,2771797.672
Aa,585,270725.317,2779001.535
Aa,586,269152.985,2771386.899
Aa,587,267677.0221,2771693.908
Aa,588,269448.2234,2772130.364
Aa,589,268106.6557,2772545.821
Aa,590,268261.0525,2775285.941
Aa,591,269167.6519,2774802.161
Aa,592,265477.4111,2775199.334
Aa,593,267436.8785,2774098.331
Aa,594,267784.159,2772648.748
Aa,595,267768.2385,2772120.592
Aa,596,268171.4196,2772731.149
Aa,597,268938.2793,2775398.728
Aa,598,268720.1117,2772659.694
Aa,599,269015.0234,2771882.356
Aa,600,267186.0802,2772037.508
Aa,601,267955.4608,2772441.227
Aa,602,268812.7753,2773446.531
Aa,603,271406.8089,2778510.266
Aa,604,267673.086,2774266.572
Aa,605,269159.785,2772244.306
Aa,606,265540.9786,2772581.214
Aa,607,266543.2129,2774033.28
Aa,608,267045.6846,2771934.641
Aa,609,270198.8812,2778780.234
Aa,610,269002.9523,2772306.777
Aa,611,266885.4065,2771614.824
Aa,612,271973.193,2778727.561
Aa,613,264554.6398,2772464.187
Aa,614,267374.492,2773149.702
Aa,615,269158.6254,2772221.286
Aa,616,268921.6038,2771459.72
Aa,617,266269.2396,2772650.943
Aa,618,266911.7098,2773064.387
Aa,619,265186.4606,2777261.875
Aa,620,265003.4443,2774238.976
Aa,621,268740.4526,2772087.595
Aa,622,264078.8891,2773636.031
Aa,623,269551.4007,2775910.639
Aa,624,272073.4857,2779843.376
Aa,625,270323.4238,2778450.933
Aa,626,267760.5673,2774338.85
Aa,627,266853.7804,2772423.651
Aa,628,269207.8481,2773082.204
Aa,629,268821.5953,2774965.918
Aa,630,262911.2136,2777081.674
Aa,631,265274.3915,2773067.943
Aa,632,265063.2551,2774983.677
Aa,633,267245.955,2773921.499
Aa,634,268526.7255,2772065.22
Aa,635,265314.5176,2774012.309
Aa,636,268203.3146,2770799.743
Aa,637,265058.8468,2772179.44
Aa,638,267440.8835,2774242.841
Aa,639,267918.7814,2774313.962
Aa,640,268000.7831,2773928.505
Aa,641,267564.4744,2770512.148
Aa,642,268469.2258,2771218.181
Aa,643,265596.7017,2775464.037
Aa,644,269727.7338,2776639.84
Aa,645,264616.5293,2774265.097
Aa,646,265376.949,2778307.649
Aa,647,262352.7792,2775613.016
Aa,648,269202.4648,2771898.842
Aa,649,265283.2047,2774340.69
Aa,650,272483.0201,2780535.296
Aa,651,267755.952,2772484.782
Aa,652,269216.7928,2775021.153
Aa,653,264938.0844,2794293.561
Aa,654,262587.0801,2774254.203
Aa,655,268503.6891,2772614.115
Aa,656,269785.0333,2775838.84
Aa,657,265460.4476,2773944.694
Aa,658,269455.8404,2771942.963
Aa,659,270275.0271,2777179.522
Aa,660,269253.8158,2774797.32
Aa,661,262812.4915,2778221.249
Aa,662,269401.2804,2770764.873
Aa,663,271955.9584,2778939.428
Aa,664,262919.6407,2777919.435
Aa,665,267033.396,2773966.135
Aa,666,263238.7048,2772485.266
Aa,667,271919.9057,2779819.529
Aa,668,264570.3325,2772391.625
Aa,669,269115.9358,2771883.185
Aa,670,264953.7759,2773814.756
Aa,671,268570.8576,2771987.956
Aa,672,270243.373,2779682.663
Aa,673,269405.8311,2772356.398
Aa,674,264976.4499,2773923.858
Aa,675,268216.3204,2771565.737
Aa,676,264936.739,2773273.084
Aa,677,266726.8144,2773421.385
Aa,678,267902.5773,2773678.645
Aa,679,268345.4325,2770822.484
Aa,680,263680.9969,2772584.978
Aa,681,267395.3357,2770847.937
Aa,682,270536.1284,2777688.11
Aa,683,264785.6331,2772281.379
Aa,684,270644.7019,2778329.051
Aa,685,267187.5084,2773114.211
Aa,686,270166.3884,2779545.516
Aa,687,269179.9738,2771798.611
Aa,688,267461.2296,2771505.658
Aa,689,271634.0165,2778195.532
Aa,690,270312.5143,2776343.562
Aa,691,264553.5714,2773607.113
Aa,692,269488.5738,2776702.646
Aa,693,268027.5264,2774323.525
Aa,694,263272.3356,2774112.291
Aa,695,265694.1007,2771989.485
Aa,696,263443.5924,2772663.497
Aa,697,263739.7119,2774729.227
Aa,698,266669.7682,2773012.932
Aa,699,268876.6748,2773945.126
Aa,700,269370.6424,2771823.711
Aa,701,268586.0031,2771972.692
Aa,702,268682.8207,2771004.671
Aa,703,268878.1209,2773439.717
Aa,704,270889.9531,2777257.303
Aa,705,264393.4507,2774056.939
Aa,706,266028.0809,2772645.776
Aa,707,268012.8366,2772644.858
Aa,708,266377.2583,2772617.175
Aa,709,268713.286,2772665.939
Aa,710,264936.6805,2777600.159
Aa,711,266272.2652,2774085.904
Aa,712,269568.0225,2770695.055
Aa,713,265776.0288,2772499.602
Aa,714,267471.2554,2770963.743
Aa,715,265483.5107,2773852.773
Aa,716,265938.6621,2775691.94
Aa,717,267053.5681,2773388.745
Aa,718,268575.1049,2771965.901
Aa,719,265615.3982,2772474.671
Aa,720,263941.357,2773699.288
Aa,721,268880.2287,2771563.568
Aa,722,268544.4134,2775194.675
Aa,723,269912.2566,2777808.974
Aa,724,268040.9832,2771355.443
Aa,725,270911.2429,2777378.692
Aa,726,264817.2507,2772596.417
Aa,727,270914.2013,2779109.745
Aa,728,268396.5934,2771885.65
Aa,729,269470.4139,2771437.758
Aa,730,269367.0388,2771838.356
Aa,731,269232.1086,2771283.259
Aa,732,268007.74,2772571.599
Aa,733,268604.8747,2770677.735
Aa,734,265277.5614,2772625.481
Aa,735,267383.234,2772984.894
Aa,736,266259.599,2774155.663
Aa,737,262919.0467,2775363.66
Aa,738,262573.4896,2773075.368
Aa,739,266293.4685,2774109.848
Aa,740,267885.0123,2772963.242
Aa,741,265720.4562,2772492.736
Aa,742,262339.5036,2775514.11
Aa,743,268522.0118,2774238.182
Aa,744,270833.7175,2779038.812
Aa,745,265182.9606,2773080.719
Aa,746,265731.6159,2772021.181
Aa,747,269138.1418,2775105.764
Aa,748,268018.1384,2771552.195
Aa,749,269582.7849,2775717.551
Aa,750,269552.3476,2775738.991
Aa,751,266625.0362,2772423.968
Aa,752,269189.3476,2771669.729
Aa,753,269071.475,2772214.306
Aa,754,267969.2931,2773345.024
Aa,755,268480.7043,2770714.082
Aa,756,269367.0388,2771838.356
Aa,757,269003.6962,2771850.208
Aa,758,266413.2977,2772247.924
Aa,759,271141.2751,2778742.583
Aa,760,264844.5758,2772930.553
Aa,761,263943.6402,2775343.339
Aa,762,271247.5891,2778243.448
Aa,763,263807.834,2773504.808
Aa,764,268604.6632,2773027.532
Aa,765,266746.4437,2772362.285
Aa,766,269013.8281,2775585.566
Aa,767,268910.1439,2775646.719
Aa,768,269876.3309,2775591.265
Aa,769,269604.5169,2776774.875
Aa,770,265529.2952,2773380.198
Aa,771,267933.1047,2772349.449
Aa,772,268882.8793,2775855.169
Aa,773,267071.0504,2772743.762
Aa,774,265624.1848,2773972.106
Aa,775,269349.1963,2771694.082
Aa,776,268205.6675,2771936.238
Aa,777,265693.8693,2775561.924
Aa,778,262887.2298,2773844.19
Aa,779,266386.5519,2774104.026
Aa,780,268683.4062,2773220.234
