B,161,33476498.27,3055968.404
C,162,33470997.08,3055832.809
G,163,33469984.41,3055850.159
C,164,33479321.55,3055989.336
I,165,33476403.69,3056124.188
D,166,33474325.95,3055736.53
D,167,33472624.72,3055893.016
C,168,33479661.43,3055928.755
I,169,33477321.94,3056208.09
B,170,33478096.82,3055830.648
D,171,33473105.52,3056057.55
H,172,33471757.71,3056066.252
C,173,33470990.38,3056138.599
D,174,33475512.29,3056382.318
C,175,33477168.48,3056340.509
D,176,33473801.12,3055985.191
D,177,33484004.28,3056170.973
D,178,33483595.4,3055997.047
G,179,33470366.11,3056092.603
B,180,33475596.24,3056161.13
H,181,33478849.57,3056076.094
H,182,33472375.84,3056198.391
I,183,33476024.19,3056306.624
D,184,33474652.95,3056088.378
C,185,33480032.89,3056191.98
D,186,33484848.81,3056197.269
I,187,33475568.8,3056502.762
J,188,33480551.5,3056184.175
D,189,33484155.12,3056395.783
C,190,33472839.53,3056402.33
C,191,33473286.09,3055970.658
H,192,33479064.17,3056272.447
G,193,33470513.57,3056469.766
C,194,33473511.62,3056248.887
D,195,33482980.01,3056281.656
C,196,33480340.55,3056399.874
D,197,33478509.11,3056389.214
F,198,33489883.96,3056036.857
C,199,33476966.12,3056646.364
D,200,33474754.62,3056442.526
C,201,33471325.12,3056486.51
J,202,33477764.96,3056584.288
H,203,33471939.9,3056436.185
C,204,33478118.35,3056390.921
D,205,33485763.45,3056500.708
H,206,33472213.24,3056516.948
H,207,33479336.83,3056483.396
C,208,33478018.3,3056653.117
D,209,33475114.35,3056523.803
D,210,33473195.23,3056653.65
D,211,33471634.61,3056791.723
E,212,33490236.32,3056061.461
I,213,33476055.68,3056870.515
C,214,33480380.52,3056798.886
C,215,33472424.09,3056767.348
D,216,33473483.9,3056739.374
D,217,33486770.55,3056779.4
D,218,33486372.07,3056700.577
D,219,33474189.57,3056574.318
D,220,33473105.26,3056971.452
F,221,33469766.25,3056321.372
I,222,33475582.09,3056943.081
C,223,33476831.1,3056959.924
H,224,33479669.73,3056693.575
C,225,33477251.6,3056936.546
C,226,33478765.19,3056955.434
G,227,33470840.74,3056791.406
D,228,33484688.8,3056785.518
D,229,33485269.55,3056668.439
C,230,33477638.05,3056889.684
G,231,33483276.93,3056866.504
H,232,33479929.89,3056953.874
F,233,33489253.92,3056673.494
C,234,33478446.94,3056751.889
C,235,33477307.96,3057145.366
D,236,33473304.01,3057179.738
C,237,33478045.6,3056981.487
D,238,33480683.48,3056758.712
B,239,33473030.93,3057191.922
F,240,33489584.59,3056576.226
D,241,33484343.8,3057005.507
G,242,33470457.52,3056989.799
F,243,33490151.57,3056975.345
G,244,33489014.38,3057065.514
D,245,33487454.39,3056976.532
D,246,33474622.32,3056982.555
C,247,33472449.4,3057160.418
D,248,33483852.89,3056927.385
D,249,33472838.47,3056913.015
D,250,33475123.2,3057021.69
C,251,33477774.96,3057233.297
C,252,33480650.58,3057171.386
C,253,33473726.15,3056832.49
D,254,33473808.53,3057052.356
J,255,33478545.14,3057295.744
B,256,33473281.87,3057381.961
C,257,33485931.33,3057205.715
C,258,33477206.28,3057328.759
D,259,33481723.14,3057147.848
C,260,33471899.9,3057129.822
G,261,33482488.87,3057300.216
D,262,33471206.95,3057155.239
J,263,33475508.85,3057312.885
C,264,33476884.62,3057457.072
G,265,33483451.86,3057304.465
J,266,33480573.65,3057360.619
D,267,33487080.25,3057182.953
G,268,33486563.28,3057264.718
D,269,33488503.9,3057322.886
E,270,33483009,3057113.134
D,271,33479157.89,3057001.469
G,272,33470279.29,3057283.422
H,273,33480131.5,3057340.137
C,274,33478921.14,3057296.031
D,275,33478241.4,3057473.099
B,276,33474776.75,3057559.948
J,277,33479368.71,3057594.684
F,278,33490478.92,3057445.917
J,279,33479100.11,3057455.744
G,280,33485060.69,3057449.202
G,281,33489077.63,3057562.934
D,282,33470947.14,3057511.429
G,283,33485927.9,3057690.561
C,284,33471781.15,3057503.244
H,285,33479851.03,3057605.997
G,286,33484449.11,3057520.317
K,287,33478645.78,3057426.741
C,288,33477809.17,3057636.434
D,289,33476775.33,3057668.193
C,290,33474341.54,3057772.111
D,291,33478574.68,3057773.361
C,292,33470726.98,3057758.245
F,293,33489687.67,3057678.018
G,294,33488315.89,3057752.339
D,295,33472324.92,3057714.697
B,296,33474263.16,3057940.113
D,297,33478460.36,3057948.634
D,298,33481421.29,3057513.321
D,299,33471590.32,3057797.106
D,300,33487786.39,3057571.009
D,301,33473149.03,3057688.472
B,302,33475363.13,3057933.522
F,303,33482844.12,3057679.806
B,304,33476348.42,3057835.234
G,305,33487020.6,3057815.855
G,306,33483512.36,3057788.049
B,307,33475073.14,3057875.565
C,308,33474041.97,3057991.211
J,309,33477183.57,3057925.301
C,310,33479204.37,3057917.7
J,311,33480737.27,3057787.74
C,312,33478001.64,3058043.549
D,313,33480119.09,3057928.05
J,314,33481092.28,3058058.95
F,315,33485653.22,3058081.843
G,316,33487402.26,3057975.721
B,317,33487750.24,3058164.738
E,318,33483432.69,3058014.268
E,319,33491156.18,3057828.613
D,320,33482343.04,3057831.504
J,321,33477418.45,3058156.851
G,322,33483995.41,3057912.838
D,323,33471577.91,3058133.311
F,324,33485124.57,3058066.207
D,325,33476585.14,3058271.695
C,326,33475916.47,3058283.07
D,327,33487340.87,3058402.726
F,328,33490124.78,3057982.472
H,329,33481014.71,3058388.176
F,330,33486036.64,3058111.474
J,331,33474873.77,3058259.978
D,332,33481826.73,3058097.721
F,333,33484525.78,3058157.258
B,334,33474113.56,3058377.454
C,335,33473769.11,3058307.63
D,336,33474574.67,3058418.771
F,337,33490809.34,3058134.058
C,338,33471164,3058285.339
J,339,33477757.47,3058374.576
F,340,33489023.01,3058118.338
D,341,33479735.94,3058317.417
D,342,33480430.87,3058284.813
D,343,33472864.89,3058194.528
G,344,33488622.46,3058396.239
D,345,33479288.81,3058299.472
F,346,33489604.85,3058355.146
F,347,33483216.5,3058350.673
D,348,33472444,3058376.271
E,349,33487092.46,3058438.846
E,350,33484870.67,3058587.813
D,351,33472122.56,3058550.714
G,352,33481519.41,3058526.798
D,353,33476871.01,3058535.399
J,354,33475309.62,3058624.011
D,355,33478619.58,3058392.318
E,356,33486132.19,3058452.324
D,357,33479966.14,3058609.128
F,358,33483940.33,3058625.357
D,359,33477791.23,3058629.481
E,360,33491267.1,3058572.837
D,361,33476240.14,3058598.756
D,362,33482570.97,3058503.645
J,363,33476055.56,3058388.952
G,364,33482995.04,3058756.19
D,365,33471654.91,3058753.492
D,366,33477157.22,3058815.74
E,367,33485405.17,3058719.465
G,368,33481191.27,3058748.438
D,369,33480764.29,3058780.81
D,370,33472409.69,3058945.444
D,371,33478231.94,3058755.596
H,372,33478979.6,3058754.024
G,373,33488164.41,3058485.001
D,374,33474055.43,3058794.916
D,375,33482147.77,3058676.406
D,376,33480355.67,3058891.256
E,377,33484488.13,3058961.479
F,378,33490506.87,3058662.887
D,379,33475955.6,3058971.608
D,380,33477143.36,3059086.212
E,381,33486698.83,3058879.473
D,382,33479657.72,3058973.283
F,383,33489537.41,3058939.176
F,384,33490243.19,3058930.873
G,385,33481748.45,3059006.664
F,386,33487187.51,3058873.513
D,387,33476483.84,3059171.107
G,388,33488861.37,3058974.777
H,389,33479154.95,3059107.918
F,390,33487806.85,3058735.123
D,391,33477785.72,3059098.628
F,392,33486201.02,3059040.542
D,393,33478601.26,3059104.036
F,394,33487256.56,3059366.937
D,395,33474816.26,3059045.887
F,396,33483646.74,3059171.778
G,397,33481858.09,3059309.376
G,398,33482868.4,3059194.082
G,399,33481365.52,3059226.737
H,400,33476038.16,3059282.369
E,401,33484909.23,3059276.496
C,402,33478225.24,3059165.649
G,403,33488263.2,3059135.752
G,404,33480980.13,3059348.814
H,405,33479406.07,3059410
D,406,33476904.27,3059429.43
F,407,33489328.62,3059361.309
F,408,33486705.88,3059506.286
G,409,33481822.86,3059547.863
D,410,33477362.92,3059371.518
E,411,33490754.3,3059267.896
F,412,33489881.29,3059068.463
F,413,33483977.94,3059537.479
E,414,33485828.37,3059386.011
H,415,33475893.44,3059467.78
F,416,33487863.84,3059580.404
D,417,33475003.47,3059550.985
G,418,33482125.01,3059668.043
C,419,33478301.48,3059641.495
E,420,33489932.12,3059682.708
D,421,33477585.28,3059619.777
D,422,33474357.35,3059460.633
E,423,33486233.58,3059865.255
F,424,33489108.35,3059847.908
G,425,33483046.24,3059679.149
D,426,33477737.68,3059898.269
D,427,33478192.74,3059911.062
G,428,33480871.03,3059778.875
G,429,33481588.63,3059885.752
G,430,33480457.39,3059891.255
F,431,33487063.58,3059855.001
E,432,33490280.74,3059729.08
G,433,33476973.04,3059861.468
E,434,33484907.72,3059810.482
G,435,33480188.44,3059687.58
H,436,33479165.07,3059844.247
G,437,33482060.09,3060009.07
F,438,33484383.64,3059921.661
D,439,33475591.53,3059908.422
G,440,33488394.11,3059638.991
G,441,33479610.76,3059889.844
D,442,33475221.32,3059831.843
F,443,33481152.85,3060090.744
G,444,33476614.68,3060029.911
F,445,33483853.25,3060172.141
G,446,33488640.88,3059756.079
F,447,33482493.72,3060051.643
G,448,33487892.79,3060133.444
E,449,33489759.93,3060141.758
G,450,33483355.09,3060108.582
G,451,33479066.17,3060141.153
G,452,33476902.46,3060307.783
H,453,33477649.51,3060259.646
F,454,33489047.37,3060295.229
F,455,33482769.82,3060380.502
F,456,33481488.49,3060227.102
H,457,33478470.51,3060410.327
H,458,33478105.12,3060383.736
D,459,33475393.83,3060332.005
F,460,33484542.26,3060492.22
F,461,33481011.05,3060464.247
G,462,33477366.3,3060562.373
E,463,33485250.31,3060457.929
D,464,33476279.08,3060505.111
F,465,33483695.58,3060588.318
E,466,33487030.15,3060379.084
D,467,33489270.4,3060628.881
D,468,33475843.16,3060321.052
F,469,33488720.18,3060708.923
D,470,33476063.42,3060420.742
F,471,33487200.02,3060610.285
F,472,33480909.43,3060907.562
G,473,33478969.37,3060613.084
F,474,33479601.42,3060681.961
E,475,33486311.28,3060535.001
E,476,33480065.03,3060733.198
F,477,33484846.72,3060837.524
F,478,33480326.61,3060606.969
F,479,33483206.5,3060741.458
D,480,33476710.52,3060703.391
F,481,33482946.9,3060855.773
E,482,33489795.2,3060752.815
F,483,33482376.95,3060817.845
F,484,33483988.74,3060858.685
G,485,33477636.85,3060896.791
E,486,33485803.05,3061054.659
G,487,33488062.2,3060870.871
G,488,33478838.87,3061079.426
F,489,33479572.25,3061158.423
E,490,33483057.31,3061266.005
F,491,33488544.98,3061104.964
D,492,33476228.43,3061059.264
D,493,33476869.69,3061043.534
E,494,33485377.64,3061153.056
G,495,33477867.39,3061058.571
D,496,33477001.57,3061285.936
F,497,33484176.36,3061194.093
G,498,33478221.98,3061164.489
F,499,33487251.06,3061237.401
F,500,33483460,3061349.461
F,501,33479819.93,3061449.045
F,502,33484939.72,3061311.571
E,503,33481604.4,3061010.455
F,504,33488455.22,3061469.012
G,505,33478865.53,3061491.193
F,506,33484267.23,3061547.421
E,507,33481208.92,3061434.077
E,508,33483253.49,3061689.136
E,509,33482135.63,3061284.507
F,510,33487645.37,3061063.056
E,511,33480284.24,3061404.529
E,512,33485653.6,3061676.421
E,513,33480724.13,3061742.355
E,514,33486166.07,3061514.561
E,515,33486821.67,3061567.358
D,516,33476998.16,3061658.603
E,517,33489143.55,3061383.411
F,518,33482921.81,3061925.005
E,519,33482443.01,3061621.97
G,520,33478948.15,3061847.504
D,521,33477410.49,3061951.376
D,522,33478000.52,3061808.433
F,523,33484157.54,3062071.646
F,524,33481071.51,3062150.934
F,525,33479934.2,3061985.754
F,526,33480321.72,3062222.861
F,527,33487986.11,3061934.256
E,528,33482354.56,3062058.113
D,529,33478134.52,3062169.72
G,530,33479233.31,3062137.227
F,531,33475874.29,3062487.718
E,532,33485730.26,3062524.615
F,533,33487215.12,3062357.049
E,534,33486301.38,3062224.602
D,535,33478423.7,3062509.38
F,536,33483583.37,3062254.347
E,537,33482534.59,3062407.046
F,538,33484266.64,3062710.24
F,539,33479736.86,3062720.711
F,540,33481402.65,3062738.32
E,541,33488322.58,3062523.951
F,542,33480670.92,3062661.753
G,543,33479397.35,3062555.649
F,544,33476452.92,3062784.823
F,545,33484751.65,3062193.4
D,546,33478831.7,3063022.862
D,547,33478675.45,3062781.433
F,548,33480093.03,3062865.942
E,549,33485010.32,3062900.395
E,550,33485568.65,3063078.4
E,551,33481670.48,3062542.372
F,552,33484076.16,3063062.787
E,553,33487755.58,3062934.429
E,554,33482590.15,3062906.61
G,555,33479532.04,3063226.22
F,556,33476754.93,3063108.261
F,557,33481244.58,3063205.483
G,558,33480435.99,3063275.073
E,559,33487106.57,3063088.844
D,560,33479502.17,3063564.457
E,561,33486924.97,3063466.806
E,562,33486279.21,3063466.147
F,563,33478260.98,3063756.184
D,564,33478988.63,3063497.59
G,565,33480049.41,3063703.31
F,566,33481574.97,3063697.35
F,567,33477152.96,3063468.477
F,568,33477571.76,3063324.824
F,569,33478712.18,3063927.348
F,570,33480986.79,3063827.499
F,571,33477850.37,3063680.687
E,572,33484593.91,3063966.511
E,573,33482874.03,3063368.83
F,574,33483964.77,3064125.865
F,575,33484165.38,3063874.747
E,576,33483390.41,3063856.136
F,577,33479829.55,3064049.014
E,578,33486716.05,3063980.87
F,579,33477840.47,3064217.223
E,580,33482563.03,3064262.591
F,581,33480268.82,3064157.306
E,582,33481787.74,3064168.661
F,583,33481266.71,3064294.209
F,584,33478125.7,3064381.747
E,585,33485881.99,3064001.617
E,586,33484833.28,3064474.503
F,587,33479305.92,3064423.731
F,588,33480388.92,3064520.158
E,589,33483100.39,3064572.826
F,590,33478709.22,3064382.191
F,591,33478765.05,3064738.2
F,592,33478981.66,3064664.412
F,593,33479435.96,3064855.606
E,594,33483753.25,3064785.563
F,595,33480847.83,3064764.2
E,596,33481385.49,3064819.354
F,597,33478113.52,3064789.673
E,598,33482885.73,3064968.187
E,599,33482118.09,3064776.321
F,600,33480836.91,3065210.507
F,601,33480212.01,3065028.999
F,602,33479609.84,3065229.234
F,603,33478572.67,3065196.065
F,604,33478987.64,3065337.912
E,605,33483223.4,3065439.84
F,606,33482665.99,3065318.925
E,607,33483773.31,3065246.289
E,608,33482402.34,3065616.401
F,609,33482026.5,3065326.489
E,610,33478006.3,3065238.167
F,611,33479746.51,3065555.558
F,612,33480409.89,3065483.074
L,613,33484596.67,3065502.194
M,614,33478264.44,3065630.762
F,615,33479537,3065871.487
F,616,33481533.42,3065536.4
E,617,33478600.53,3065778.207
E,618,33478881.18,3065918.072
F,619,33479786.03,3065997.433
E,620,33484096.1,3065684.057
E,621,33484993.86,3064717.716
F,622,33479467.17,3066234.497
F,623,33480873.18,3065896.487
F,624,33481534.83,3066168.635
G,625,33479971.77,3066212.435
E,626,33482496.96,3065912.471
F,627,33483204.25,3065972.71
E,628,33479264.59,3066256.793
F,629,33481596.83,3066544.986
E,630,33482158.61,3066736.373
E,631,33483746.98,3066467.753
G,632,33480677.44,3066512.527
E,633,33479783.5,3066748.553
G,634,33480246.24,3066639.004
F,635,33481834.51,3066945.357
G,636,33480812.81,3066905.41
E,637,33480835.58,3066460.136
F,638,33482040.8,3067201.807
G,639,33481225.17,3067133.985
E,640,33482630.44,3067247.063
E,641,33482826.56,3066799.37
E,642,33482947.55,3067267.038
E,643,33483410.33,3066983.581
F,644,33480899.36,3067425.554
F,645,33482153.23,3067632.321
E,646,33482990.17,3067653.156
E,647,33480593.31,3067725.685
F,648,33482100.35,3068121.147
F,649,33481267.4,3068010.646
F,650,33481669.46,3067903.287
E,651,33483004.14,3068133.904
E,652,33482947.98,3068544.621
E,653,33480889.43,3068596.367
E,654,33482550.7,3068770.551
E,655,33481339,3068964.98
E,656,33482025.11,3068967.292
E,657,33483756.91,3065944.73
H,658,33478728.19,3059659.772
C,659,33478435.48,3059450.901
D,660,33482648.83,3045498.642
D,661,33482741.71,3046044.682
D,662,33481246.15,3046367.11
D,663,33482512.23,3046331.942
C,664,33482112.25,3046390.051
D,665,33480751.25,3046533.978
D,666,33481206.59,3046773.799
D,667,33480646.14,3046761.404
D,668,33481764.25,3046805.563
B,669,33482959.53,3046895.461
D,670,33482234.03,3046868.047
D,671,33480480.51,3047003.653
I,672,33483179.01,3047140.9
D,673,33482749.47,3047151.909
F,674,33489096.71,3043623.764
F,675,33488740.09,3043455.975
F,676,33488342.54,3043758.776
F,677,33487603.8,3044208.009
F,678,33489063.09,3044088.435
D,679,33475712.11,3044304.698
D,680,33476405.94,3044295.824
F,681,33489293.77,3044466.314
F,682,33475291.14,3044597.682
G,683,33488004.72,3044309.093
J,684,33477246.9,3044795.387
F,685,33476059.51,3044596.744
D,686,33485050.89,3044905.063
F,687,33489552.16,3045062.024
D,688,33477247.22,3044686.24
D,689,33476692.94,3044794.473
F,690,33486927.5,3044814.712
C,691,33484692.33,3044877.624
F,692,33488572.66,3044723.185
D,693,33477687.86,3044937.079
D,694,33488029.07,3044806.658
F,695,33470447.79,3045010.989
D,696,33481574.19,3045054.727
D,697,33483072.69,3045091.683
D,698,33483632.59,3045042.973
G,699,33486459.53,3045079.651
C,700,33478401.02,3044940.448
F,701,33474488.6,3044909.487
D,702,33476163.75,3045113.415
C,703,33479225.25,3045083.94
J,704,33478043.72,3045017.038
D,705,33487583.59,3045056.459
F,706,33475130.31,3045006.929
D,707,33477275.72,3045242.038
F,708,33473745.5,3045028.641
F,709,33473010.28,3045251.741
J,710,33480558.68,3045158.965
D,711,33485913.02,3045091.012
D,712,33481118.1,3045176.211
F,713,33471332.06,3045230.489
F,714,33472188.15,3045336.564
E,715,33489832.74,3044894.841
G,716,33489224.7,3045312.691
D,717,33485398.21,3045351.313
D,718,33479571.98,3045266.454
D,719,33482279.26,3045299.545
D,720,33478735.62,3045373.431
F,721,33469696.36,3045321.186
D,722,33483946.21,3045285.033
G,723,33488665.78,3045384.863
C,724,33484157.66,3045242.892
D,725,33480051.09,3045498.953
D,726,33486880.52,3045425.718
F,727,33474581.57,3045456.021
D,728,33486266.17,3045536.998
D,729,33483503.46,3045487.586
D,730,33477286.08,3045631.107
F,731,33470635.48,3045516.846
F,732,33473756.54,3045606.23
F,733,33471824.68,3045724.238
D,734,33480563.33,3045586.172
D,735,33481904.34,3045453.762
F,736,33473016.94,3045690.543
D,737,33477987.79,3045566.982
D,738,33483161.35,3045636.808
D,739,33476650.65,3045563.116
E,740,33474385.65,3045777.616
D,741,33488064.29,3045618.999
F,742,33476038.74,3045685.645
F,743,33475547.04,3045475.937
D,744,33480941.01,3045683.676
D,745,33487258.6,3045552.186
D,746,33486624.25,3045785.602
N,747,33485235.84,3045958.859
D,748,33481425.94,3045695.622
D,749,33488592.93,3045932.748
D,750,33478697.64,3045887.487
C,751,33485639.82,3045779.889
N,752,33483185.8,3046003.134
E,753,33470927.4,3046024.008
D,754,33479394.51,3045869.916
E,755,33471385.39,3046055.035
J,756,33480670.78,3046039.812
B,757,33486588.48,3046063.557
B,758,33486106.4,3046041.265
D,759,33488358.15,3046147.811
F,760,33475206.95,3045881.336
D,761,33487563.92,3045785.219
F,762,33473907.34,3046084.429
D,763,33480091.88,3046011.206
B,764,33483749.72,3045978.953
D,765,33484143.64,3045995.324
D,766,33486941.69,3046074.135
F,767,33489073.5,3046022.44
D,768,33483426.94,3046192.893
G,769,33476858.72,3046172.017
J,770,33484832.97,3046191.99
F,771,33489585.52,3046044.184
F,772,33476327.7,3046320.086
E,773,33489986.58,3045975.256
D,774,33485586.68,3046360.713
D,775,33486236.96,3046323.411
D,776,33477740.98,3046102.91
F,777,33475774.12,3046215.441
D,778,33477322.4,3046174.67
D,779,33487169.29,3046393.904
D,780,33487705.72,3046360.978
D,781,33479763.41,3046345.566
E,782,33473647.44,3046403.093
F,783,33473300.27,3046525.395
F,784,33472487,3046263.085
F,785,33472156.56,3046357.475
D,786,33484209.95,3046509.353
D,787,33479218.17,3046408.99
E,788,33470774.84,3046437.64
F,789,33471809.97,3046365.497
E,790,33474419,3046347.516
I,791,33483892.27,3046687.261
D,792,33483413.07,3046553.366
D,793,33487926.28,3046680.19
F,794,33474019.73,3046633.073
F,795,33471264.03,3046636.11
D,796,33477993.91,3046445.6
F,797,33472863.04,3046341.998
C,798,33485142.26,3046756.867
G,799,33488578.39,3046640.413
F,800,33489689.86,3046692.017
F,801,33473126.95,3046387.996
D,802,33480198.91,3046772.475
G,803,33476973.61,3046730.898
D,804,33488328.2,3046935.153
D,805,33483332.64,3046751.597
F,806,33475773.74,3046721.035
J,807,33487070.48,3046883.407
G,808,33478796.59,3046762.106
C,809,33484087.03,3046980.905
F,810,33489093.31,3046888.692
F,811,33478104.57,3046889.383
F,812,33475353.12,3046775.289
F,813,33478561.42,3046568.9
F,814,33476516.12,3046900.475
F,815,33473177.02,3046960.995
D,816,33479587.21,3047014.433
C,817,33485904.97,3046912.34
G,818,33477406.39,3047117.84
E,819,33472042.96,3046980.745
F,820,33474911.12,3046659.088
J,821,33481188.29,3047126.22
F,822,33490106.41,3047114.508
J,823,33486338.23,3046898.207
G,824,33479008,3047127.105
F,825,33473674.72,3047025.71
F,826,33474027.34,3047071.307
C,827,33485600.7,3047054.946
D,828,33483708.31,3047233.737
E,829,33472525.15,3047120.944
E,830,33490327.39,3046722.16
E,831,33471636.66,3047283.238
E,832,33471410.73,3047099.3
D,833,33481369.04,3047276.92
J,834,33480682.75,3047295.276
D,835,33484451.92,3046986.435
D,836,33487849.45,3047199.483
E,837,33471095.24,3047382.463
D,838,33482610.68,3047382.304
J,839,33481755.59,3047397.932
B,840,33480136.9,3047276.644
D,841,33482151.62,3047454.363
F,842,33474557.5,3047154.422
D,843,33483079.14,3047447.949
C,844,33485021.59,3047381.474
J,845,33486495.49,3047349.882
E,846,33470593.64,3047074.738
F,847,33473601.42,3047451.266
F,848,33475498.75,3047462.606
F,849,33489155.4,3047466.965
F,850,33476043.15,3047342.925
F,851,33475049.35,3047556.016
E,852,33470616.46,3047436.901
F,853,33472686.72,3047467.605
J,854,33481057.31,3047612.947
F,855,33476592.61,3047508.946
D,856,33479382.4,3047535.271
F,857,33477216.25,3047611.374
D,858,33482534.75,3047719.884
D,859,33488652,3047426.034
F,860,33489845.42,3047693.875
J,861,33486248.14,3047686.85
D,862,33479952.47,3047698.879
J,863,33481294.3,3047819.93
G,864,33477694.95,3047572.38
F,865,33478103.12,3047666.25
F,866,33472383.79,3047582.999
D,867,33483712.72,3047700.843
D,868,33484307.45,3047990.645
F,869,33478592.79,3047663.185
F,870,33472453.97,3047879.883
E,871,33471824.03,3047773.766
E,872,33470984.77,3047829.587
F,873,33473198.4,3047565.961
D,874,33486942.79,3047565.684
B,875,33485240.45,3047886.057
G,876,33473621.9,3047922.343
